CustomerID,FirstName,LastName,Age,Gender,AccountBalance,AccountType,Email
7911,Paul,Phillips,36,Male,6160.07,Checking,erin93@example.org
2615,Mario,Johnson,18,Male,9463.58,Savings,hillsteven@example.org
4430,James,Clark,62,Female,3854.29,Savings,marychan@example.net
3709,Chris,Saunders,57,Female,5118.11,Checking,vberry@example.com
9803,Meghan,Anderson,25,Male,6380.31,Checking,tracy43@example.org
5083,Randy,Alexander,30,Female,14981.23,Checking,margaretdavis@example.net
53,Holly,White,24,Female,14246.87,Savings,qharrison@example.com
2304,Christopher,Blake,79,Female,9411.44,Checking,fishereric@example.org
6559,John,Thompson,22,Female,6416.43,Checking,justin10@example.net
3380,James,Walters,36,Female,13784.79,Savings,jennifer35@example.com
3572,Gabriel,Hensley,70,Male,7341.19,Checking,ericdecker@example.net
6517,Nicholas,White,64,Male,7458.64,Checking,charlesturner@example.com
7616,Timothy,Whitehead,59,Female,10239.95,Checking,kevinharris@example.net
4793,Michael,Jensen,56,Female,4838.73,Checking,rebecca10@example.org
4022,Michael,Bennett,19,Male,13646.26,Checking,georgerogers@example.com
1275,Charles,Schroeder,28,Female,12940.38,Savings,bryanrobertson@example.org
637,William,Woodard,24,Female,11159.26,Savings,nwatson@example.org
3490,Robert,Robinson,50,Male,11186.35,Savings,amandacampbell@example.org
6159,Kristin,Howard,68,Female,11230.64,Savings,mjones@example.org
6274,Mark,Wilson,77,Female,1714.96,Savings,jean40@example.net
2591,Diane,Harrison,40,Male,6382.07,Checking,angelicagrimes@example.org
8422,Alexis,Roberson,73,Female,4910.87,Savings,tstanton@example.net
7400,Brittany,Townsend,52,Female,10405.77,Checking,ljohnson@example.com
472,Derek,Sullivan,29,Male,12973.56,Savings,leeemily@example.com
7104,Vincent,Wells,23,Female,7477.3,Checking,msutton@example.org
5982,Heather,Garcia,24,Male,14824.07,Savings,ktrevino@example.net
8457,Nicholas,Boyer,72,Female,10277.16,Savings,brownjacob@example.com
9727,Kelly,Campbell,67,Female,11987.27,Savings,jonesrichard@example.org
3261,Samantha,Mcconnell,18,Female,12808.72,Savings,hherman@example.org
68,Spencer,Adams,45,Male,2779.51,Checking,kurt93@example.net
9262,Tracy,Hunt,37,Female,3927.8,Savings,mibarra@example.com
2798,Patricia,Wright,41,Female,11767.75,Checking,jennifermurphy@example.org
8508,Michelle,Alvarez,74,Male,7308.92,Savings,wilsonsandra@example.com
4970,Aaron,Scott,68,Male,2315.61,Checking,alexanderheath@example.net
617,Cindy,Mason,29,Female,11876.87,Checking,donanderson@example.com
297,Barbara,Evans,35,Male,5634.57,Checking,dingram@example.org
4857,William,Burns,79,Male,13756.07,Checking,jason72@example.com
3507,Nathaniel,Johnson,19,Male,9178.45,Checking,lawrence45@example.com
8920,David,Clark,45,Male,12719.82,Checking,wattsanne@example.com
3560,Jeremy,May,80,Female,11491.97,Savings,jlewis@example.org
8304,Henry,Jordan,69,Male,3650.82,Checking,josegillespie@example.org
6570,Amber,Johnson,62,Male,5186.58,Savings,asmith@example.net
4331,Shawn,Winters,72,Male,10328.94,Checking,leesteven@example.org
3995,William,Hall,50,Female,6220.24,Checking,zmarshall@example.net
2962,William,Carey,30,Male,2836.15,Checking,balexander@example.com
9349,Jeffrey,Ramirez,42,Female,12100.57,Checking,thomasnorris@example.net
5993,Christopher,Lowe,49,Male,3682.43,Savings,whuerta@example.org
59,Benjamin,Mcmillan,66,Male,10155.33,Savings,oconnorlevi@example.net
560,Darryl,Ramsey,66,Male,1718.19,Savings,thomasrobinson@example.org
9509,Susan,Gregory,47,Female,9559.54,Savings,thomasgarcia@example.org
6184,Mark,Walker,64,Male,14074.52,Checking,todd94@example.net
4225,Jeffrey,Baker,48,Male,6196.25,Checking,jessicahaas@example.com
7614,Jonathon,Jordan,72,Male,2430.93,Savings,thomas49@example.com
1423,Paige,Payne,33,Male,5311.16,Savings,slewis@example.net
1854,Robert,Curry,75,Female,4631.73,Checking,trevorpoole@example.net
4660,Thomas,Melendez,75,Male,3804.66,Checking,jenniferwarren@example.com
2327,David,Valdez,64,Female,1344.76,Checking,novakalexandra@example.net
8362,Christopher,Keith,35,Male,7206.36,Checking,parksmargaret@example.com
3736,Desiree,Rhodes,60,Female,5967.57,Savings,davidsonchristine@example.org
2782,Emily,Ewing,23,Female,14102.54,Checking,jacobwilkerson@example.org
4464,Stephanie,Walker,42,Female,11027.97,Checking,vaguilar@example.net
4642,Daisy,Wagner,44,Female,12830.76,Checking,atkinsdiane@example.org
1604,Emily,Perez,46,Male,12433.19,Checking,ronaldwest@example.org
1472,Jose,Sanders,24,Male,13539.2,Savings,brad77@example.net
8335,Lisa,Hodges,78,Male,13472.55,Savings,jenniferolson@example.net
4605,Kathy,Harmon,62,Male,2989.16,Savings,stephanielutz@example.net
6196,Brenda,Ingram,60,Female,13470.19,Checking,jamesmccullough@example.com
7158,Sandra,Johnson,20,Male,7392.11,Savings,caitlincastaneda@example.org
5446,Christine,Orozco,41,Male,8918.71,Savings,qhurst@example.com
7247,Jennifer,Bruce,72,Female,13680.75,Savings,ubrooks@example.org
8773,Lauren,Webster,61,Female,8469.11,Savings,raymondgrimes@example.net
3437,Ronald,Johnston,76,Male,10681.76,Checking,timothychen@example.com
7011,Leah,Weber,73,Female,8643.95,Savings,geraldball@example.net
6780,Roy,Jimenez,63,Male,7707.7,Savings,vanessa98@example.org
4311,Samantha,Parker,39,Male,1538.28,Savings,bridget68@example.org
3877,Samuel,Blake,62,Male,6005.99,Checking,darryl33@example.net
2509,Sandra,Costa,54,Male,8240.5,Savings,ramosamanda@example.org
661,Dave,Harmon,65,Female,7796.66,Savings,ugalloway@example.net
2568,Amber,Swanson,69,Male,6421.93,Checking,barbara07@example.org
4886,Lori,Miller,71,Female,7266.88,Checking,pamelaperez@example.com
6926,Jo,Khan,38,Male,5786.9,Savings,romerokelly@example.org
9385,James,Carr,24,Female,5432.6,Savings,randy67@example.com
201,Jordan,Johnson,59,Male,14548.95,Checking,randyfrederick@example.com
9488,Scott,Cohen,19,Male,10142.88,Savings,sharplydia@example.com
6039,Peggy,Hawkins,45,Male,4121.61,Savings,ashleyhines@example.org
7418,Nancy,Andrews,58,Male,2255.33,Checking,cynthia60@example.org
7391,Carrie,Johnson,43,Female,13539.5,Checking,mlyons@example.com
8552,Mary,Middleton,35,Female,1767.95,Checking,philipparrish@example.net
6676,Carrie,Ford,64,Female,12598.4,Savings,vleach@example.com
6130,Jodi,Moran,25,Female,8095.18,Checking,lbrooks@example.org
224,Melinda,Cooper,76,Female,14686.76,Checking,warrendarin@example.net
3035,Angela,Bradford,50,Female,7318.25,Savings,tiffanymitchell@example.net
98,Peter,Martin,80,Female,1280.47,Checking,ftaylor@example.net
4717,Maria,Hanna,61,Female,10098.95,Savings,danielhernandez@example.org
5175,Michael,Williams,75,Male,4364.55,Checking,raven73@example.net
1007,Mary,Miller,76,Male,7930.3,Checking,christophergreer@example.net
2,Kevin,Lawrence,55,Male,1831.56,Savings,beckygordon@example.com
2285,James,Dickerson,36,Female,9032.73,Checking,rachelcardenas@example.net
7627,Ryan,Smith,32,Male,9912.7,Checking,nicole02@example.org
1780,Lisa,Morgan,79,Male,1851.11,Savings,alexander39@example.org
7675,Joseph,Johnson,23,Male,11514.55,Checking,danielle91@example.com
1016,Michael,Friedman,57,Female,12467.3,Savings,ghoffman@example.org
7108,Crystal,Jones,46,Female,7875.29,Savings,eric87@example.org
8171,Danielle,Wolfe,60,Female,7160.12,Savings,kylewalker@example.org
9331,Kelly,Cox,72,Male,3242.06,Checking,melissasharp@example.org
8996,Michael,Kramer,50,Female,12789.7,Savings,katiearroyo@example.net
2258,Lauren,Simpson,72,Male,3921.21,Checking,miguel06@example.com
9764,Robert,Smith,50,Female,2880.21,Savings,rushdavid@example.net
8089,Kimberly,Patterson,43,Male,4340.06,Savings,shannon85@example.net
2047,Katherine,Jones,77,Male,9408.65,Savings,alexandra17@example.net
5248,Alan,Vargas,36,Male,13432.43,Checking,calebstewart@example.org
7839,Kyle,Smith,53,Male,2116.52,Savings,denise72@example.net
80,Jessica,Quinn,59,Female,11724.9,Checking,nguyenkristy@example.org
